,Product_name,Price,Description,Reviews
185,"POCO X5 5G (Wildcat Blue, 256 GB)","₹17,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
186,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 750G Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,4.3
187,"MOTOROLA g42 (Atlantic Green, 64 GB)","₹11,889",4 GB RAM | 64 GB ROM16.43 cm (6.47 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories,4.2
188,Micromax X412,₹918,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery12 Month,3.9
189,Micromax X412,₹903,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery12 Month,3.9
190,Eunity U1 310,₹638,16 MB RAM | 16 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery7 Day Replacement,3.1
191,Nokia 105 SS 2021,"₹1,449",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Quarter QVGA Display800 mAh Lithium Ion BatteryBrand Warranty of 1 Year Available for Mobile,4.2
192,"MOTOROLA g42 (Atlantic Green, 64 GB)","₹11,889",4 GB RAM | 64 GB ROM16.43 cm (6.47 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories,4.2
193,Micromax X412,₹903,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery12 Month,3.9
194,Eunity U1 310,₹638,16 MB RAM | 16 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery7 Day Replacement,3.1
195,Nokia 105 SS 2021,"₹1,449",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Quarter QVGA Display800 mAh Lithium Ion BatteryBrand Warranty of 1 Year Available for Mobile,4.2
196,Snexian GURU 312,₹699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery3 Months Company Warranty,3.4
197,"realme Narzo N55 (Prime Blue, 128 GB)","₹13,698",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display64MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
198,Micromax X513+,"₹1,050",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1750 mAh BatteryOne Year manufacturer Warranty,3.8
199,GFive U707,₹670,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,3.6
200,Kechaoda K66 The Music House 4,"₹1,399",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display1.3MP Rear Camera400 mAh Battery1 Year Brand Service Center Warranty,3.9
201,"IQOO Z6 Lite 5G (With Charger) (Mystic Night, 128 GB)","₹16,989",6 GB RAM | 128 GB ROM16.97 cm (6.68 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.3
202,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","₹10,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,4.3
203,"REDMI Note 12 (Lunar Black, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySnapdragon 685 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
204,Kechaoda K66 The Music House 4,"₹1,199",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display1.3MP Rear Camera400 mAh Battery1 Year Brand Service Center Warranty,3.9
205,"REDMI Note 12 (Sunrise Gold, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySnapdragon 685 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
206,"realme X7 Pro 5G (Mystic Black, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4500 mAh BatteryMediaTek Dimensity 1000 Plus Processor120 Hz sAmoled Display|65W SuperDart ChargingDual Stereo Speakers with Dolby AtmosBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
207,KARBONN Jumbo K9,"₹1,298",Expandable Upto 8 GB6.6 cm (2.6 inch) QVGA Display1.3MP Rear Camera1800 mAh Li-Ion Battery1 Year for Mobile & 6 Months for Accessories,4
208,Micromax S114,₹965,32 MB RAM | 64 MB ROM4.5 cm (1.77 inch) Display0.08MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.8
209,Micromax S114,₹970,32 MB RAM | 64 MB ROM4.5 cm (1.77 inch) Display0.08MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.8
210,Micromax S114,₹960,32 MB RAM | 64 MB ROM4.5 cm (1.77 inch) Display0.08MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.8
211,Jmax J30,₹699,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display2MP Rear Camera1050 mAh BatteryDomestic Warranty,3.6
212,Motorola a70,"₹1,869",0 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Quarter QVGA Display1750 mAh Battery2 Year Replacement,4.1
213,Motorola a70,"₹1,869",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Quarter QVGA Display1750 mAh Battery2 Year Replacement,4
214,"OnePlus 11R 5G (Sonic Black, 128 GB)","₹38,959",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,4.5
215,"POCO X5 Pro 5G (Horizon Blue, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3
216,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 750G Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,4.3
217,LAVA A1,"₹1,129",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C Apply),4.2
218,itel Ace 2,₹920,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display0MP Front Camera1000 mAh Lithium Ion BatterySpreadtrum Processor12+1 Month Warranty on Device and 6 Months on Accessories Including Battery,4
219,itel Ace 2,₹920,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display0MP Front Camera1000 mAh Lithium Ion BatterySpreadtrum Processor12 Month Warranty on Device and 6 Months on Accessories Including Battery,4
220,"Infinix Hot 20 5G (Blaster Green, 128 GB)","₹13,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 810 Processor1 Year on Handset and 6 Months on Accessories,4.1
221,"POCO M4 Pro (Cool Blue, 128 GB)","₹12,499","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories",4.3
222,"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","₹18,400",8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,4.2
223,Nokia 150 DS 2020,"₹2,615",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera1020 mAh Lithium-ion BatteryMediaTek Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.1
224,itel it2163s,₹999,"32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1200 mAh Battery12+1 Months Warranty for device  (Special offer) 
6 months for accessories",4.1
225,itel it2163s,₹999,"32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1200 mAh Battery12+1 Months Warranty for device  (Special offer) 
6 months for accessories",4.1
226,itel it2163s,₹999,"32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1200 mAh Battery12+1 Months Warranty for device  (Special offer) 
6 months for accessories",4.1
227,"realme 9i 5G (Rocking Black, 64 GB)","₹14,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 810 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.5
228,"SAMSUNG Galaxy M13 (Aqua Green, 128 GB)","₹13,310",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery12 Months Warranty,4.2
229,Snexian GURU 310,₹690,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) NA Display1.3MP Rear Camera800 mAh Battery1 Year Warranty,3.3
230,Kechaoda K115,"₹1,170",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery1 Year Company Warranty,4.1
231,Snexian GURU 312,₹699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery3 Months Company Warranty,3.4
232,Snexian GURU 312,₹699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery3 Months Company Warranty,3.4
233,Kechaoda K115,"₹1,119",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) Display0.3MP Rear Camera850 mAh Battery6 Months,4.1
234,"realme 9i 5G (Soulful Blue, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 810 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
235,"Infinix Hot 20 5G (Racing Black, 128 GB)","₹13,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 810 Processor1 Year on Handset and 6 Months on Accessories,4.1
236,"REDMI 10 (Caribbean Green, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
237,Nokia 105 TA-1416 DS,"₹1,599",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh Lithium Ion BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,4.1
238,"Infinix Hot 20 5G (Space Blue, 128 GB)","₹13,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 810 Processor1 Year on Handset and 6 Months on Accessories,4.1
239,GFive U707,₹749,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,3.6
240,itel it2163s,₹999,"32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1200 mAh Battery12+1 Months Warranty for device  (Special offer) 
6 months for accessories",4.1
241,"MOTOROLA e13 (Cosmic Black, 64 GB)","₹6,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,3.9
242,itel it2163s,₹999,"32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1200 mAh Battery12+1 Months Warranty for device  (Special offer) 
6 months for accessories",4.1
243,itel it2163s,₹999,"32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1200 mAh Battery12+1 Months Warranty for device  (Special offer) 
6 months for accessories",4.1
244,"REDMI 10 (Caribbean Green, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
245,"POCO M4 5G (Yellow, 64 GB)","₹12,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 700 Processor1 Year Warranty for Handset and 6 Months for Accessories,4.2
246,"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)","₹23,999",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
247,"APPLE iPhone 13 (Pink, 128 GB)","₹60,999",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.7
248,"realme 9i 5G (Rocking Black, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 810 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
249,"realme 9i 5G (Metallica Gold, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 810 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
250,"realme 9i 5G (Soulful Blue, 64 GB)","₹14,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 810 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.5
251,"realme 9i 5G (Metallica Gold, 64 GB)","₹14,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 810 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.5
252,LAVA A1,"₹1,049",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply),4.2
253,"MOTOROLA g82 5G (White Lily, 128 GB)","₹21,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium BatteryQualcomm Snapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,4.1
254,"Micromax IN 2C (Brown, 32 GB)","₹5,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T610 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.1
255,GFive U106,₹725,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,3.5
256,Jmax J30,₹699,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display2MP Rear Camera1050 mAh BatteryDomestic Warranty,3.6
257,itel IT5626,"₹1,799",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera2500 mAh Lithium ion BatterySC6531C Processor100 Days Replacement with 1 Year of Phone Warranty and 6 Months on Accessories,4
258,Snexian Guru 106,₹699,32 MB RAM | 32 MB ROM449.58 cm (177 inch) Display1MP Rear Camera850 mAh Battery3 Months Warranty,3.3
259,Kechaoda K115,"₹1,160",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery6 Months,4.1
260,Snexian GURU 312,₹799,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery3 Months Company Warranty,3.4
261,Nokia 105SS PLUS,"₹1,545",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,4.1
262,"REDMI Note 12 (Ice Blue, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySnapdragon 685 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
263,"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)","₹16,370",6 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP Rear Camera6000 mAh Battery12 Months Warranty,4.2
264,Nokia 105SS PLUS,"₹1,545",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,4.1
265,"POCO X5 Pro 5G (Yellow, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3
266,DIZO Star 300,"₹1,280",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera2550 mAh BatterySC6531E Processor1 Year Warranty,3.9
267,"MOTOROLA g82 5G (Meterorite Grey, 128 GB)","₹21,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium BatteryQualcomm Snapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,4.1
268,Nokia 105DS PLUS,"₹1,565",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,4
269,LAVA A1 2021,"₹1,144",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Li-ion Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,4.1
270,"SAMSUNG Galaxy S20 FE 5G (Cloud Navy, 128 GB)","₹28,470",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display12MP Rear Camera4500 mAh Battery1 Year Warranty,4.2
271,Nokia 105 PLUS,"₹1,549",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera1000 mAh Lithium Ion BatteryMTK6261D Processor1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery From The Date Of Purchase,4.1
272,Kechaoda K90,"₹1,549",32 MB RAM | 32 MB ROM8.89 cm (3.5 inch) Display1.3MP Rear Camera5000 mAh Battery1Year,3.6
273,Kechaoda K90,"₹1,549",32 MB RAM | 32 MB ROM8.89 cm (3.5 inch) Display1.3MP Rear Camera5000 mAh Battery10 Days Warranty,3.6
274,"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)","₹26,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
275,"POCO F4 5G (Night Black, 256 GB)","₹24,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP | 20MP Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 870 Processor2 Years Brand Warranty,4.3
276,"Infinix Smart 6 HD (Force Black, 32 GB)","₹5,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.76 cm (6.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio A22 Processor1 Year on Handset and 6 Months on Accessories,4.3
277,"Infinix Smart 6 HD (Aqua Sky, 32 GB)","₹5,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.76 cm (6.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio A22 Processor1 Year on Handset and 6 Months on Accessories,4.3
278,"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)","₹23,999",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
279,"REDMI 11 Prime (Playful Green, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G99 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
280,"POCO X4 Pro 5G (Laser Blue, 128 GB)","₹17,999","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 5G ProcessorOne Year for Handset, 6 Months for Accessories",4.2
281,Kechaoda K55 Pro,"₹1,140",32 MB RAM | 64 MB ROM4.57 cm (1.8 inch) Quarter QVGA Display1.3MP Rear Camera400 mAh Battery1 Year Brand Service Center Warranty,3.8
282,"OnePlus Nord 2T 5G (Gray Shadow, 128 GB)","₹27,880",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery12 Month,4.4
283,LAVA A1 2021,"₹1,279",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera | 0.3MP Front Camera800 mAh Lithium Ion BatteryAndroid 10.0 Processor1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,4.1
284,Snexian Rock,"₹1,599",32 MB RAM | 32 MB ROM4.32 cm (1.7 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Brand Warranty,4
285,"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)","₹29,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display200MP + 8MP + 2MP | 16MP Front Camera4980 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
286,"Infinix Smart 6 HD (Origin Blue, 32 GB)","₹5,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.76 cm (6.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio A22 Processor1 Year on Handset and 6 Months on Accessories,4.3
287,Nokia 105 PLUS,"₹1,899",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera1000 mAh Lithium Ion BatteryMTK6261D Processor1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery From The Date Of Purchase,4.1
288,Nokia 105 PLUS,"₹1,899",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera1000 mAh Lithium Ion BatteryMTK6261D Processor1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery From The Date Of Purchase,4.1
289,Kechaoda K90,"₹1,549",32 MB RAM | 32 MB ROM8.89 cm (3.5 inch) Display1.3MP Rear Camera5000 mAh Battery10 Days Warranty,3.6
290,"POCO X5 Pro 5G (Astral Black, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3
291,Nokia 125 DS 2020,"₹2,225",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display1020 mAh Lithium-ion BatteryMediaTek Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,3.9
